service_date,date,bus,rail_boardings,total_rides
04/12/2007,2007-04-12,1015749,617734,1633483
04/13/2007,2007-04-13,946466,621763,1568229
04/14/2007,2007-04-14,619468,349162,968630
04/15/2007,2007-04-15,447385,250988,698373
04/16/2007,2007-04-16,1057373,622244,1679617
04/17/2007,2007-04-17,1058244,631795,1690039
04/18/2007,2007-04-18,1030970,617779,1648749
04/19/2007,2007-04-19,987896,617546,1605442
04/20/2007,2007-04-20,1049980,647296,1697276
04/21/2007,2007-04-21,672236,371504,1043740
04/22/2007,2007-04-22,474187,271708,745895
04/23/2007,2007-04-23,1021947,617017,1638964
04/24/2007,2007-04-24,1054294,631249,1685543
04/25/2007,2007-04-25,927830,604311,1532141
04/26/2007,2007-04-26,954930,604957,1559887
04/27/2007,2007-04-27,1017433,617985,1635418
04/28/2007,2007-04-28,657645,320088,977733
04/29/2007,2007-04-29,467869,237595,705464
04/30/2007,2007-04-30,1030435,599953,1630388
05/01/2007,2007-05-01,1096741,680365,1777106
05/02/2007,2007-05-02,1067338,617675,1685013
05/03/2007,2007-05-03,1102282,631926,1734208
05/04/2007,2007-05-04,1081903,642564,1724467
05/05/2007,2007-05-05,664729,360852,1025581
05/06/2007,2007-05-06,470694,266988,737682
05/07/2007,2007-05-07,1059535,610376,1669911
05/08/2007,2007-05-08,1079400,648555,1727955
05/09/2007,2007-05-09,1061512,645132,1706644
05/10/2007,2007-05-10,1065947,654856,1720803
05/11/2007,2007-05-11,1050841,668098,1718939
05/12/2007,2007-05-12,660001,329029,989030
05/13/2007,2007-05-13,446076,224489,670565
05/14/2007,2007-05-14,1017451,586905,1604356
05/15/2007,2007-05-15,999166,604844,1604010
05/16/2007,2007-05-16,1028004,625297,1653301
05/17/2007,2007-05-17,1043033,627116,1670149
05/18/2007,2007-05-18,1044582,643462,1688044
05/19/2007,2007-05-19,684079,343947,1028026
05/20/2007,2007-05-20,422463,233007,655470
05/21/2007,2007-05-21,1039954,614276,1654230
05/22/2007,2007-05-22,1044661,627087,1671748
05/23/2007,2007-05-23,1028065,623366,1651431
05/24/2007,2007-05-24,1009067,617536,1626603
05/25/2007,2007-05-25,995233,611019,1606252
05/26/2007,2007-05-26,556682,307727,864409
05/27/2007,2007-05-27,451833,270636,722469
05/28/2007,2007-05-28,415256,254935,670191
05/29/2007,2007-05-29,1024735,622662,1647397
05/30/2007,2007-05-30,1055384,637763,1693147
05/31/2007,2007-05-31,997007,612977,1609984
06/01/2007,2007-06-01,1079848,654251,1734099
06/02/2007,2007-06-02,680844,367035,1047879
06/03/2007,2007-06-03,461358,263646,725004
06/04/2007,2007-06-04,988557,611310,1599867
06/05/2007,2007-06-05,1067413,643474,1710887
06/06/2007,2007-06-06,1047624,641107,1688731
06/07/2007,2007-06-07,1041490,656169,1697659
06/08/2007,2007-06-08,1025937,653397,1679334
06/09/2007,2007-06-09,661835,402393,1064228
06/10/2007,2007-06-10,466294,291979,758273
06/11/2007,2007-06-11,1000007,645161,1645168
06/12/2007,2007-06-12,1015390,660899,1676289
06/13/2007,2007-06-13,955467,654913,1610380
06/14/2007,2007-06-14,944081,653008,1597089
06/15/2007,2007-06-15,1018966,670995,1689961
06/16/2007,2007-06-16,633038,363871,996909
06/17/2007,2007-06-17,464411,257682,722093
06/18/2007,2007-06-18,898272,590320,1488592
06/19/2007,2007-06-19,954392,618913,1573305
06/20/2007,2007-06-20,952574,625805,1578379
06/21/2007,2007-06-21,941671,626907,1568578
06/22/2007,2007-06-22,915690,623048,1538738
06/23/2007,2007-06-23,576598,336644,913242
06/24/2007,2007-06-24,451145,346881,798026
06/25/2007,2007-06-25,922491,619299,1541790
06/26/2007,2007-06-26,887917,623390,1511307
06/27/2007,2007-06-27,905210,627568,1532778
06/28/2007,2007-06-28,927302,620611,1547913
06/29/2007,2007-06-29,968906,708650,1677556
06/30/2007,2007-06-30,680629,447188,1127817
07/01/2007,2007-07-01,495101,354648,849749
07/02/2007,2007-07-02,955129,644079,1599208
07/03/2007,2007-07-03,1048504,848262,1896766
07/04/2007,2007-07-04,486961,349716,836677
07/05/2007,2007-07-05,933153,655871,1589024
07/06/2007,2007-07-06,956208,696508,1652716
07/07/2007,2007-07-07,640418,398525,1038943
07/08/2007,2007-07-08,443791,287948,731739
07/09/2007,2007-07-09,896820,587889,1484709
07/10/2007,2007-07-10,939774,610001,1549775
07/11/2007,2007-07-11,973860,629790,1603650
07/12/2007,2007-07-12,962640,631002,1593642
07/13/2007,2007-07-13,956346,676306,1632652
07/14/2007,2007-07-14,687968,383132,1071100
07/15/2007,2007-07-15,489228,289728,778956
07/16/2007,2007-07-16,939642,627282,1566924
07/17/2007,2007-07-17,945057,637429,1582486
07/18/2007,2007-07-18,939708,654848,1594556
07/19/2007,2007-07-19,935717,648112,1583829
07/20/2007,2007-07-20,959207,655992,1615199
07/21/2007,2007-07-21,685445,366356,1051801
07/22/2007,2007-07-22,480317,266827,747144
07/23/2007,2007-07-23,937452,613805,1551257
07/24/2007,2007-07-24,935763,624166,1559929
07/25/2007,2007-07-25,939278,626658,1565936
07/26/2007,2007-07-26,919288,624338,1543626
07/27/2007,2007-07-27,923332,625772,1549104
07/28/2007,2007-07-28,641760,380163,1021923
07/29/2007,2007-07-29,457951,272684,730635
07/30/2007,2007-07-30,917757,620439,1538196
07/31/2007,2007-07-31,946285,637331,1583616
08/01/2007,2007-08-01,974958,643448,1618406
08/02/2007,2007-08-02,944912,650901,1595813
08/03/2007,2007-08-03,976842,692273,1669115
08/04/2007,2007-08-04,646378,422115,1068493
08/05/2007,2007-08-05,457228,332786,790014
08/06/2007,2007-08-06,908881,591244,1500125
08/07/2007,2007-08-07,930259,609984,1540243
08/08/2007,2007-08-08,911127,598593,1509720
08/09/2007,2007-08-09,921233,610768,1532001
08/10/2007,2007-08-10,942284,617817,1560101
08/11/2007,2007-08-11,710009,379200,1089209
08/12/2007,2007-08-12,472709,262521,735230
08/13/2007,2007-08-13,901029,574616,1475645
08/14/2007,2007-08-14,905711,605080,1510791
08/15/2007,2007-08-15,906121,603458,1509579
08/16/2007,2007-08-16,910468,620464,1530932
08/17/2007,2007-08-17,940525,629675,1570200
08/18/2007,2007-08-18,613516,367895,981411
08/19/2007,2007-08-19,384648,241159,625807
08/20/2007,2007-08-20,869663,597026,1466689
08/21/2007,2007-08-21,927597,600468,1528065
08/22/2007,2007-08-22,929593,601469,1531062
08/23/2007,2007-08-23,848806,578731,1427537
08/24/2007,2007-08-24,886880,605153,1492033
08/25/2007,2007-08-25,660678,362365,1023043
08/26/2007,2007-08-26,491356,274617,765973
08/27/2007,2007-08-27,952232,609440,1561672
08/28/2007,2007-08-28,986289,648482,1634771
08/29/2007,2007-08-29,961627,640436,1602063
08/30/2007,2007-08-30,968474,666661,1635135
08/31/2007,2007-08-31,1012720,674373,1687093
09/01/2007,2007-09-01,697334,412998,1110332
09/02/2007,2007-09-02,506887,328760,835647
09/03/2007,2007-09-03,461629,275023,736652
09/04/2007,2007-09-04,1096027,666200,1762227
09/05/2007,2007-09-05,1097897,689499,1787396
09/06/2007,2007-09-06,1068817,689347,1758164
09/07/2007,2007-09-07,1043967,668804,1712771
09/08/2007,2007-09-08,700510,374022,1074532
09/09/2007,2007-09-09,484803,266371,751174
09/10/2007,2007-09-10,1072218,676612,1748830
09/11/2007,2007-09-11,1108582,679973,1788555
09/12/2007,2007-09-12,1090043,680733,1770776
09/13/2007,2007-09-13,1073415,664991,1738406
09/14/2007,2007-09-14,1070397,669129,1739526
09/15/2007,2007-09-15,642789,378741,1021530
09/16/2007,2007-09-16,455579,272814,728393
09/17/2007,2007-09-17,1080112,675627,1755739
09/18/2007,2007-09-18,1104193,689330,1793523
09/19/2007,2007-09-19,1098945,692726,1791671
09/20/2007,2007-09-20,1085299,682588,1767887
09/21/2007,2007-09-21,1077275,697999,1775274
09/22/2007,2007-09-22,678534,361587,1040121
09/23/2007,2007-09-23,481232,269325,750557
09/24/2007,2007-09-24,1065887,649262,1715149
09/25/2007,2007-09-25,1064946,664976,1729922
09/26/2007,2007-09-26,1009515,660197,1669712
09/27/2007,2007-09-27,1093222,675936,1769158
09/28/2007,2007-09-28,1080223,680820,1761043
09/29/2007,2007-09-29,678705,358750,1037455
09/30/2007,2007-09-30,463947,239074,703021
10/01/2007,2007-10-01,1088750,652510,1741260
10/02/2007,2007-10-02,1129578,669817,1799395
10/03/2007,2007-10-03,1141300,678734,1820034
10/04/2007,2007-10-04,1121496,682778,1804274
10/05/2007,2007-10-05,1108038,681736,1789774
10/06/2007,2007-10-06,693470,430713,1124183
10/07/2007,2007-10-07,450253,394647,844900
10/08/2007,2007-10-08,857090,563619,1420709
10/09/2007,2007-10-09,1119151,673318,1792469
10/10/2007,2007-10-10,1075443,666054,1741497
10/11/2007,2007-10-11,1080412,674960,1755372
10/12/2007,2007-10-12,1081900,669582,1751482
10/13/2007,2007-10-13,657864,338481,996345
10/14/2007,2007-10-14,452914,234730,687644
10/15/2007,2007-10-15,1087003,651751,1738754
10/16/2007,2007-10-16,1084935,664961,1749896
10/17/2007,2007-10-17,1096384,668523,1764907
10/18/2007,2007-10-18,1056395,666975,1723370
10/19/2007,2007-10-19,974134,654836,1628970
10/20/2007,2007-10-20,731918,352442,1084360
10/21/2007,2007-10-21,499779,243884,743663
10/22/2007,2007-10-22,1056369,648233,1704602
10/23/2007,2007-10-23,1088752,662913,1751665
10/24/2007,2007-10-24,1080803,662981,1743784
10/25/2007,2007-10-25,1072949,672155,1745104
10/26/2007,2007-10-26,1061706,659354,1721060
10/27/2007,2007-10-27,678861,330492,1009353
10/28/2007,2007-10-28,472765,233248,706013
10/29/2007,2007-10-29,1049394,639837,1689231
10/30/2007,2007-10-30,1088015,654838,1742853
10/31/2007,2007-10-31,1036100,646598,1682698
11/01/2007,2007-11-01,1102515,662120,1764635
11/02/2007,2007-11-02,1019370,640204,1659574
11/03/2007,2007-11-03,718550,331447,1049997
11/04/2007,2007-11-04,491005,224395,715400
11/05/2007,2007-11-05,1074116,645467,1719583
11/06/2007,2007-11-06,1063193,655389,1718582
11/07/2007,2007-11-07,1010629,643227,1653856
11/08/2007,2007-11-08,1058758,663386,1722144
11/09/2007,2007-11-09,1038131,658500,1696631
11/10/2007,2007-11-10,699360,323757,1023117
11/11/2007,2007-11-11,462568,216467,679035
11/12/2007,2007-11-12,843086,551847,1394933
11/13/2007,2007-11-13,1095253,660671,1755924
11/14/2007,2007-11-14,1073985,652294,1726279
11/15/2007,2007-11-15,1056246,653620,1709866
11/16/2007,2007-11-16,1063833,645494,1709327
11/17/2007,2007-11-17,651609,373784,1025393
11/18/2007,2007-11-18,451689,224895,676584
11/19/2007,2007-11-19,1045626,628079,1673705
11/20/2007,2007-11-20,1055688,638081,1693769
11/21/2007,2007-11-21,933046,578739,1511785
11/22/2007,2007-11-22,294447,157890,452337
11/23/2007,2007-11-23,619195,356064,975259
11/24/2007,2007-11-24,541464,285732,827196
11/25/2007,2007-11-25,396237,221021,617258
11/26/2007,2007-11-26,1009519,612439,1621958
11/27/2007,2007-11-27,1044685,629784,1674469
11/28/2007,2007-11-28,1030447,627268,1657715
11/29/2007,2007-11-29,1015386,625742,1641128
11/30/2007,2007-11-30,1064598,631624,1696222
12/01/2007,2007-12-01,606838,307004,913842
12/02/2007,2007-12-02,423280,219797,643077
12/03/2007,2007-12-03,1064265,605852,1670117
12/04/2007,2007-12-04,1082140,625524,1707664
12/05/2007,2007-12-05,1024462,623607,1648069
12/06/2007,2007-12-06,1029586,619960,1649546
12/07/2007,2007-12-07,956775,609732,1566507
12/08/2007,2007-12-08,636461,326501,962962
12/09/2007,2007-12-09,423634,215699,639333
12/10/2007,2007-12-10,1036018,597674,1633692
12/11/2007,2007-12-11,1002470,605203,1607673
12/12/2007,2007-12-12,1051962,615293,1667255
12/13/2007,2007-12-13,1039827,615948,1655775
12/14/2007,2007-12-14,1045488,611182,1656670
12/15/2007,2007-12-15,606795,316867,923662
12/16/2007,2007-12-16,412777,215055,627832
12/17/2007,2007-12-17,968005,564404,1532409
12/18/2007,2007-12-18,1009642,582487,1592129
12/19/2007,2007-12-19,1027855,587683,1615538
12/20/2007,2007-12-20,1016117,578637,1594754
12/21/2007,2007-12-21,1014168,563789,1577957
12/22/2007,2007-12-22,613180,290854,904034
12/23/2007,2007-12-23,347895,184560,532455
12/24/2007,2007-12-24,531176,252649,783825
12/25/2007,2007-12-25,249699,111582,361281
12/26/2007,2007-12-26,707668,399662,1107330
12/27/2007,2007-12-27,773602,462843,1236445
12/28/2007,2007-12-28,747807,463830,1211637
12/29/2007,2007-12-29,546998,277819,824817
12/30/2007,2007-12-30,412003,232213,644216
12/31/2007,2007-12-31,669463,405727,1075190
01/01/2008,2008-01-01,295571,174243,469814
01/02/2008,2008-01-02,699149,471241,1170390
01/03/2008,2008-01-03,783950,517492,1301442
01/04/2008,2008-01-04,851632,537002,1388634
01/05/2008,2008-01-05,568839,280264,849103
01/06/2008,2008-01-06,415385,207391,622776
01/07/2008,2008-01-07,988485,588092,1576577
01/08/2008,2008-01-08,990597,592632,1583229
01/09/2008,2008-01-09,1023189,604515,1627704
01/10/2008,2008-01-10,998489,602398,1600887
01/11/2008,2008-01-11,1022368,602428,1624796
01/12/2008,2008-01-12,604388,299546,903934
01/13/2008,2008-01-13,391645,202380,594025
01/14/2008,2008-01-14,996258,607357,1603615
01/15/2008,2008-01-15,1013209,616432,1629641
01/16/2008,2008-01-16,1041939,626138,1668077
01/17/2008,2008-01-17,998608,619823,1618431
01/18/2008,2008-01-18,959859,585432,1545291
01/19/2008,2008-01-19,414819,231306,646125
01/20/2008,2008-01-20,291354,168692,460046
01/21/2008,2008-01-21,611887,382753,994640
01/22/2008,2008-01-22,992432,615285,1607717
01/23/2008,2008-01-23,974052,605979,1580031
01/24/2008,2008-01-24,910998,588279,1499277
01/25/2008,2008-01-25,859813,565226,1425039
01/26/2008,2008-01-26,572085,293979,866064
01/27/2008,2008-01-27,413581,213177,626758
01/28/2008,2008-01-28,1025845,623259,1649104
01/29/2008,2008-01-29,1011729,627428,1639157
01/30/2008,2008-01-30,882014,580657,1462671
01/31/2008,2008-01-31,961357,626504,1587861
02/01/2008,2008-02-01,911151,593534,1504685
02/02/2008,2008-02-02,627807,320544,948351
02/03/2008,2008-02-03,416661,216443,633104
02/04/2008,2008-02-04,1004041,608975,1613016
02/05/2008,2008-02-05,1058756,632513,1691269
02/06/2008,2008-02-06,925504,609115,1534619
02/07/2008,2008-02-07,1028104,633781,1661885
02/08/2008,2008-02-08,1031968,622837,1654805
02/09/2008,2008-02-09,627412,319751,947163
02/10/2008,2008-02-10,300232,176228,476460
02/11/2008,2008-02-11,818840,559672,1378512
02/12/2008,2008-02-12,819820,553554,1373374
02/13/2008,2008-02-13,1039517,630232,1669749
02/14/2008,2008-02-14,1074632,640598,1715230
02/15/2008,2008-02-15,1036232,618258,1654490
02/16/2008,2008-02-16,649814,336935,986749
02/17/2008,2008-02-17,411858,218846,630704
02/18/2008,2008-02-18,715974,456610,1172584
02/19/2008,2008-02-19,967658,595964,1563622
02/20/2008,2008-02-20,961552,601847,1563399
02/21/2008,2008-02-21,1001382,615384,1616766
02/22/2008,2008-02-22,1021900,610589,1632489
02/23/2008,2008-02-23,648822,325327,974149
02/24/2008,2008-02-24,439134,222548,661682
02/25/2008,2008-02-25,1003187,602866,1606053
02/26/2008,2008-02-26,970886,605240,1576126
02/27/2008,2008-02-27,1019462,617002,1636464
02/28/2008,2008-02-28,1028392,620602,1648994
02/29/2008,2008-02-29,1049773,618230,1668003
03/01/2008,2008-03-01,668866,322061,990927
03/02/2008,2008-03-02,465660,229531,695191
03/03/2008,2008-03-03,890785,556767,1447552
03/04/2008,2008-03-04,1053813,619343,1673156
03/05/2008,2008-03-05,1059027,620660,1679687
03/06/2008,2008-03-06,1055418,624362,1679780
03/07/2008,2008-03-07,1031200,604635,1635835
03/08/2008,2008-03-08,590236,294749,884985
03/09/2008,2008-03-09,415621,215690,631311
03/10/2008,2008-03-10,1024901,606737,1631638
03/11/2008,2008-03-11,1062865,633917,1696782
03/12/2008,2008-03-12,1068268,640051,1708319
03/13/2008,2008-03-13,1070019,642018,1712037
03/14/2008,2008-03-14,1077635,647279,1724914
03/15/2008,2008-03-15,645518,407380,1052898
03/16/2008,2008-03-16,447363,243823,691186
03/17/2008,2008-03-17,897500,584885,1482385
03/18/2008,2008-03-18,909978,593247,1503225
03/19/2008,2008-03-19,945983,608639,1554622
03/20/2008,2008-03-20,955273,600735,1556008
03/21/2008,2008-03-21,767583,493573,1261156
03/22/2008,2008-03-22,589688,288852,878540
03/23/2008,2008-03-23,401640,192284,593924
03/24/2008,2008-03-24,1001268,570762,1572030
03/25/2008,2008-03-25,1036465,596853,1633318
03/26/2008,2008-03-26,1050176,603440,1653616
03/27/2008,2008-03-27,986130,588572,1574702
03/28/2008,2008-03-28,1053516,604448,1657964
03/29/2008,2008-03-29,688035,319080,1007115
03/30/2008,2008-03-30,442777,233663,676440
03/31/2008,2008-03-31,1008940,622143,1631083
04/01/2008,2008-04-01,1114418,637976,1752394
04/02/2008,2008-04-02,1118495,661969,1780464
04/03/2008,2008-04-03,1112511,663802,1776313
04/04/2008,2008-04-04,1115690,653351,1769041
04/05/2008,2008-04-05,765299,356215,1121514
04/06/2008,2008-04-06,523895,249096,772991
04/07/2008,2008-04-07,1084375,638419,1722794
04/08/2008,2008-04-08,1063269,628618,1691887
04/09/2008,2008-04-09,1092341,646940,1739281
04/10/2008,2008-04-10,994944,620427,1615371
04/11/2008,2008-04-11,999556,629067,1628623
04/12/2008,2008-04-12,664161,302616,966777
04/13/2008,2008-04-13,479293,216008,695301
04/14/2008,2008-04-14,1088485,635754,1724239
04/15/2008,2008-04-15,1127401,649135,1776536
04/16/2008,2008-04-16,1064026,661463,1725489
04/17/2008,2008-04-17,1091387,665873,1757260
04/18/2008,2008-04-18,1097367,652105,1749472
04/19/2008,2008-04-19,686540,340662,1027202
04/20/2008,2008-04-20,519280,266945,786225
04/21/2008,2008-04-21,1088521,651232,1739753
04/22/2008,2008-04-22,1085729,671423,1757152
04/23/2008,2008-04-23,1055157,650232,1705389
04/24/2008,2008-04-24,1021163,649514,1670677
04/25/2008,2008-04-25,1054844,629468,1684312
04/26/2008,2008-04-26,698927,319314,1018241
04/27/2008,2008-04-27,481571,225896,707467
04/28/2008,2008-04-28,1009567,606882,1616449
04/29/2008,2008-04-29,1091930,652034,1743964
04/30/2008,2008-04-30,1104713,662503,1767216
05/01/2008,2008-05-01,1129443,680679,1810122
05/02/2008,2008-05-02,1082350,641332,1723682
05/03/2008,2008-05-03,716121,344446,1060567
05/04/2008,2008-05-04,536640,245821,782461
05/05/2008,2008-05-05,1111775,633266,1745041
05/06/2008,2008-05-06,1122716,651484,1774200
05/07/2008,2008-05-07,1045666,631068,1676734
05/08/2008,2008-05-08,1112033,655364,1767397
05/09/2008,2008-05-09,1117011,659889,1776900
05/10/2008,2008-05-10,742741,326525,1069266
05/11/2008,2008-05-11,409987,193452,603439
05/12/2008,2008-05-12,1070403,630574,1700977
05/13/2008,2008-05-13,1092576,652724,1745300
05/14/2008,2008-05-14,1083589,650904,1734493
05/15/2008,2008-05-15,1092014,662730,1754744
05/16/2008,2008-05-16,1110816,668057,1778873
05/17/2008,2008-05-17,749048,350884,1099932
05/18/2008,2008-05-18,518114,248679,766793
05/19/2008,2008-05-19,1076847,614865,1691712
05/20/2008,2008-05-20,1085719,634661,1720380
05/21/2008,2008-05-21,1108988,647342,1756330
05/22/2008,2008-05-22,1097500,649513,1747013
05/23/2008,2008-05-23,1074370,622769,1697139
05/24/2008,2008-05-24,692374,371905,1064279
05/25/2008,2008-05-25,502997,284612,787609
05/26/2008,2008-05-26,460848,274870,735718
05/27/2008,2008-05-27,1026141,626634,1652775
05/28/2008,2008-05-28,1105899,647402,1753301
05/29/2008,2008-05-29,1090598,653634,1744232
05/30/2008,2008-05-30,1079526,637842,1717368
05/31/2008,2008-05-31,788945,374327,1163272
06/01/2008,2008-06-01,566162,279274,845436
06/02/2008,2008-06-02,1098574,638006,1736580
06/03/2008,2008-06-03,1073873,643040,1716913
06/04/2008,2008-06-04,1114498,656098,1770596
06/05/2008,2008-06-05,1104182,673642,1777824
06/06/2008,2008-06-06,1087144,661938,1749082
06/07/2008,2008-06-07,708308,358623,1066931
06/08/2008,2008-06-08,494209,281814,776023
06/09/2008,2008-06-09,1032999,630410,1663409
06/10/2008,2008-06-10,1117614,685952,1803566
06/11/2008,2008-06-11,1100852,696784,1797636
06/12/2008,2008-06-12,1026283,681143,1707426
06/13/2008,2008-06-13,1084190,655268,1739458
06/14/2008,2008-06-14,785252,368109,1153361
06/15/2008,2008-06-15,495972,235961,731933
06/16/2008,2008-06-16,999214,614395,1613609
06/17/2008,2008-06-17,1033341,643362,1676703
06/18/2008,2008-06-18,1043814,654284,1698098
06/19/2008,2008-06-19,1037717,659852,1697569
06/20/2008,2008-06-20,996558,662324,1658882
06/21/2008,2008-06-21,741561,399150,1140711
06/22/2008,2008-06-22,531761,282226,813987
06/23/2008,2008-06-23,1019631,625987,1645618
